0.11544	0.011111	 0.011111	 0.011111	 25.98752599
0.115663	0.011111	 0.011111	 0.011111	 25.93742165
0.115887	0.154711 	 0.154711 	 0.154711 	 25.88728675
0.116112	0.485543 	 0.485543 	 0.485543 	 25.83712278
0.116337	0.629197 	 0.629197 	 0.629197 	 25.78715284
0.116564	0.700668 	 0.700668 	 0.700668 	 25.73693422
0.116791	0.727787 	 0.727787 	 0.727787 	 25.68691081
0.117019	0.714833 	 0.714833 	 0.714833 	 25.63686239
0.117248	0.723572 	 0.723572 	 0.723572 	 25.58679039
0.117478	0.674541 	 0.674541 	 0.674541 	 25.53669623
0.117709	0.594936 	 0.594936 	 0.594936 	 25.48658131
0.117941	0.363335 	 0.363335 	 0.363335 	 25.43644704
0.118174	0.000274013 	 0.000274013 	 0.000274013 	 25.38629479
0.118408	0.00882817 	 0.00882817 	 0.00882817 	 25.33612594
0.118642	0.0970731 	 0.0970731 	 0.0970731 	 25.28615499
0.118878	0.011111	 0.011111	 0.011111	 25.23595619
0.119114	0.011111	 0.011111	 0.011111	 25.18595631
0.119352	0.011111	 0.011111	 0.011111	 25.13573296
0.11959	0.011111	 0.011111	 0.011111	 25.08570951
0.119829	0.00222788 	 0.00222788 	 0.00222788 	 25.03567584
0.12007	0.011111	 0.011111	 0.011111	 24.98542517
0.120311	0.250854 	 0.250854 	 0.250854 	 24.93537582
0.120553	0.590201 	 0.590201 	 0.590201 	 24.88532015
0.120796	0.710625 	 0.710625 	 0.710625 	 24.83525945
0.12104	0.770412 	 0.770412 	 0.770412 	 24.78519498
0.121286	0.802069 	 0.802069 	 0.802069 	 24.73492406
0.121532	0.773639 	 0.773639 	 0.773639 	 24.68485666
0.121779	0.800411 	 0.800411 	 0.800411 	 24.63478925
0.122027	0.850895 	 0.850895 	 0.850895 	 24.58472305
0.122276	0.85247 	 0.85247 	 0.85247 	 24.5346593
0.122526	0.8644 	 0.8644 	 0.8644 	 24.48459919
0.122778	0.861148 	 0.861148 	 0.861148 	 24.43434492
0.12303	0.861222 	 0.861222 	 0.861222 	 24.38429651
0.123283	0.854827 	 0.854827 	 0.854827 	 24.33425533
0.123538	0.842604 	 0.842604 	 0.842604 	 24.28402597
0.123793	0.824045 	 0.824045 	 0.824045 	 24.23400354
0.124049	0.791492 	 0.791492 	 0.791492 	 24.18399181
